Wall time,Step,Value
1649423866.19117,295,0.0
1649424056.608145,1444,0.0
1649424312.681951,2995,0.0
1649424675.632627,5163,0.0
1649424709.240621,5365,0.0
1649424841.434222,6158,0.0
1649424967.820387,6953,0.0
1649425133.895095,7948,0.0
1649425167.305994,8163,0.0
1649425297.203311,8931,0.0
1649425374.228436,9407,0.0
1649425830.038441,12166,0.0
1649425874.935414,12419,0.0
1649426026.897602,13362,0.0
1649426202.159119,14415,0.0
1649426289.381056,14921,0.0
1649426336.553666,15210,0.0
1649426370.83814,15434,0.0
1649426901.939934,18613,0.0
1649427007.174543,19266,0.0
1649427219.934131,20584,0.0
1649427580.771977,22766,0.0
1649427874.241809,24563,0.0
1649427916.228701,24767,0.0
1649428044.173449,25561,0.0
1649428286.06649,27042,0.0
1649428334.5311072,27292,0.0
1649428463.661369,28107,0.0
1649428630.997142,29115,0.0
1649428713.918593,29623,0.0
1649428916.938568,30860,0.0
1649429128.653476,32142,0.0
1649429273.392729,33022,0.0
1649429385.243341,33659,0.0
1649429674.874381,35447,0.0
1649430241.818312,38870,0.0
1649430290.568539,39165,0.0
1649430415.489201,39889,0.0
1649430582.856228,40900,0.0
1649430622.614423,41142,0.0
1649430694.85648,41591,0.0
1649430878.957942,42696,0.0
1649430968.351346,43269,0.0
1649431019.928148,43547,0.0
1649431053.7978797,43762,0.0
1649431090.506065,43986,0.0
1649431599.200705,47048,0.0
1649431614.282386,47139,0.0
1649432087.931161,49995,0.0
1649432471.790115,52307,0.0
1649432902.4303,54908,0.0
1649433379.177035,57819,0.0
1649433473.339728,58366,0.0
1649433510.317218,58604,0.0
1649433592.371031,59118,0.0
1649433627.769251,59336,0.0
1649433667.731751,59540,0.0
1649433701.3579657,59746,0.0
1649433824.118478,60520,0.0
1649433950.037508,61282,0.7278287410736084
1649434113.501023,62256,0.0
1649434310.573395,63446,0.0
1649434417.59672,64126,0.0
1649434678.294545,65655,0.0
1649435218.421721,68966,0.0
1649435361.478598,69810,0.0
1649435397.243273,70038,0.0
1649435438.561381,70288,0.0
1649435481.1614,70520,0.0
