Wall time,Step,Value
1649641867.434507,281,0.0
1649642199.982555,2261,0.0
1649642829.132569,4419,0.0
1649642900.931994,4669,0.0
1649644179.098055,9064,0.0
1649644777.175027,11156,0.0
1649645271.98099,12839,0.0
1649645431.416219,13406,0.0
1649645739.742396,14462,0.0
1649646038.63917,15463,0.0
1649646109.978119,15725,0.0
1649646246.630302,16194,0.0
1649646318.366245,16446,0.0
1649646753.452585,17920,0.0
1649646957.2869864,18642,0.0
1649647470.314543,20390,0.0
1649647989.117589,22189,0.0
1649648353.446534,23458,0.0
1649648557.498403,24139,0.0
1649648706.062191,24660,0.0
1649648837.369941,25141,0.0
1649649194.955719,26388,0.0
1649649328.481984,26813,0.0
1649649408.547323,27098,0.0
1649649568.390781,27677,0.0
1649649761.56805,28321,0.0
1649649981.049803,29070,0.0
1649650050.079071,29312,0.0
1649650130.005676,29594,0.0
1649651715.343539,35090,0.0
1649651940.247301,35873,0.0
1649652280.233035,37067,0.0
1649652439.191564,37598,0.0
1649652449.539315,37636,0.0
1649652896.440092,39224,0.0
1649653336.765134,40738,0.0
1649653760.767013,42217,0.0
1649654258.900384,43969,0.0
1649654314.7396,44171,0.0
1649654453.488101,44623,0.0
1649654580.834663,45078,0.0
1649655081.913659,46817,0.0
1649655277.147325,47531,0.0
1649655851.316569,49534,0.0
1649656129.527492,50501,0.0
1649656287.858427,51081,0.0
1649656495.77936,51769,0.0
1649656558.122523,52007,0.0
1649656680.896291,52450,0.0
1649656764.479933,52705,0.0
1649656887.48551,53157,0.0
1649657348.7089207,54782,0.0
1649657504.337992,55294,0.0
1649657854.909422,56563,0.0
1649658116.8983612,57521,0.0
1649658287.770711,58102,0.0
1649658623.378689,59240,0.0
1649658816.328944,59914,0.0
1649658983.02752,60464,0.0
1649659066.234293,60763,0.0
1649659125.904395,60969,0.0
1649659452.9037282,62106,0.0
1649659965.153948,63885,0.0
1649660468.62094,65659,0.0
1649660836.982045,66962,0.0
1649661070.043601,67741,0.0
1649661753.4314797,70131,0.0
1649662042.124096,71180,0.0
1649662185.209788,71650,0.0
1649662567.828372,72995,0.0
1649662636.4298692,73244,0.0
1649662758.934704,73689,0.0
1649663122.422887,74940,0.0
1649663487.092468,76217,0.0
1649663615.474765,76634,0.0
1649664277.945736,78954,0.0
1649664416.690102,79455,0.0
1649665107.572709,81854,0.0
1649665394.36134,82837,0.0
1649665696.79459,83904,0.0
1649666196.860463,85645,0.0
1649666253.679447,85863,0.0
1649666383.938648,86276,0.0
1649666530.085307,86818,0.0
1649666591.02569,87038,0.0
1649666744.943246,87543,0.0
1649666967.461522,88354,0.0
1649667230.440657,89262,0.0
1649667291.4068353,89486,0.0
1649667929.694964,91716,0.0
1649668131.304307,92408,0.0
1649668864.2534,95139,0.0
1649669075.261641,96057,0.0
1649669273.416086,96958,0.0
1649669523.0151172,98035,0.0
1649669642.252179,98523,0.0
1649669948.133997,99855,0.0
1649670062.175329,100376,0.050673507153987885
1649670128.457903,100666,0.0
1649670390.170254,101802,0.0
1649670439.886243,102023,0.0
1649670828.521653,103698,0.0
1649670981.867335,104399,0.0
1649671170.688599,105192,0.0
1649671326.6250267,105864,0.0
1649671551.70298,106884,0.0
1649671824.669982,108076,0.0
1649671882.260603,108289,0.0
1649672449.282484,110759,0.0
1649672504.981757,111006,0.0
1649672612.749239,111490,0.0
1649672793.44576,112253,0.0
1649673236.971133,114227,0.0
1649673298.858579,114450,0.0
1649673462.724062,115193,0.0
1649673514.951379,115428,0.0
1649673981.204414,117447,0.29795336723327637
1649674078.020082,117876,0.0
1649674466.260117,119541,0.0
1649674630.5284133,120283,0.0
1649675138.618246,122459,0.0
1649675624.141908,124568,0.0
1649675727.060346,125037,0.0
1649675787.039834,125305,0.0
1649676054.0287743,126459,0.0
1649676219.258124,127169,0.0
1649676338.948846,127722,0.0
1649676460.090411,128204,0.0
1649676679.761203,129151,0.0
1649676845.356575,129906,0.0
1649677069.108141,130850,0.0
1649677175.88722,131341,0.0
1649677244.331606,131589,0.0
1649677304.802076,131877,0.0
1649677700.319458,133608,0.0
1649677814.728162,134079,0.0
1649677970.855671,134793,0.0
1649678024.562567,135031,0.0
1649678082.714952,135240,0.0
1649678207.037547,135807,0.0
1649678570.870305,137399,0.0
1649678640.063662,137677,0.0
1649678802.335516,138409,0.0
1649679031.2406373,139405,0.0
1649679070.730339,139587,0.30017605423927307
1649679119.333591,139810,0.0
1649679721.390535,142465,0.0
1649679933.450987,143452,0.0
1649679993.403054,143676,0.0
1649680395.956997,145482,0.0
1649680440.61443,145685,0.0
1649680506.798757,145977,0.0
1649681090.095221,148553,0.0
1649681148.830394,148769,0.0
1649681500.085349,150301,0.0
1649681559.801084,150582,0.0
1649681670.5452118,151086,0.0
1649682022.177912,152608,0.0
1649682249.457817,153659,0.0
1649682716.800711,155700,0.3362919092178345
1649682995.866631,156923,0.0
1649683111.773737,157446,0.0
1649683331.907324,158412,0.0
1649683389.1959443,158669,0.0
1649683976.535855,161249,0.0
1649684178.573126,162114,0.0
1649684236.11763,162394,0.0
1649684297.493879,162624,0.4087749719619751
1649684399.538479,163082,0.0
1649684677.737053,164307,0.0
1649684787.211784,164808,0.0
1649685006.695791,165762,0.0
1649685073.081988,166060,0.0
1649685135.167788,166290,0.0
1649685298.515376,167028,0.0
1649685604.921858,168353,0.5428571701049805
1649685702.369808,168757,0.0
1649685865.4096227,169489,0.0
1649685985.5585673,169999,0.0
1649686031.297366,170201,0.0
1649686125.7874858,170625,0.0
1649686200.346908,170918,0.0
1649686257.424288,171173,0.0
1649687008.675536,174466,0.0
1649687120.817261,174973,0.0
1649687399.7977617,176215,0.0
1649687516.2071853,176751,0.0
1649687573.456484,176960,0.5131707191467285
1649688059.885913,179119,0.0
1649688271.552713,180038,0.0
1649688386.2380888,180521,0.0
1649688535.525625,181197,0.0
1649688817.615512,182459,0.0
1649688935.311483,182958,0.0
1649688981.7724817,183167,0.0
1649689095.471149,183679,0.0
1649689150.19615,183948,0.0
1649689259.896615,184397,0.41507798433303833
1649689316.985018,184655,0.0
1649690118.702722,188140,0.0
1649690528.068934,189943,0.0
1649690649.060768,190445,0.2757883369922638
1649690697.462016,190670,0.0
1649691320.884209,193410,0.0
1649691502.120392,194174,0.49648505449295044
1649691735.301871,195183,0.0
1649691893.765497,195916,0.0
1649692202.789664,197265,0.0
1649692272.519011,197530,0.0
1649692316.167996,197746,0.31643250584602356
1649692473.161598,198454,0.0
1649692528.933714,198653,0.0
1649692617.9606,199070,0.2312411516904831
1649692722.831604,199540,0.17983871698379517
1649692898.1912,200317,0.0
1649693146.217956,201409,0.0
1649693423.16699,202634,0.0
1649693873.600945,204635,0.0
1649694252.088899,206287,0.0
1649694582.295128,207738,0.0
1649694634.577324,207964,0.0
1649694843.964472,208757,0.0
1649695200.564847,210018,0.0
1649695257.065916,210220,0.0
1649695386.750237,210680,0.0
1649695877.00619,212369,0.0
1649696157.560367,213362,0.0
1649696452.416204,214527,0.0
1649696503.894011,214781,0.0
1649696659.357426,215489,0.0
1649696838.910372,216278,0.0
1649697027.383642,217101,0.0
1649697180.856137,217822,0.0
1649697353.93635,218555,0.0
1649697401.726977,218792,0.0
1649697626.970941,219786,0.0
1649698069.547255,221760,0.0
1649698357.135005,223024,0.0
1649698621.230928,224192,0.3105968236923218
1649699028.09016,225959,0.0
1649699320.697239,227244,0.0
1649699480.595607,227983,0.0
1649699598.0439901,228463,0.0
1649699890.24304,229778,0.0
1649699943.005483,230013,0.0
1649700056.655888,230515,0.0
1649700114.29059,230727,0.0
1649700161.788873,230954,0.0
1649700325.0875862,231689,0.0
1649700561.466307,232736,0.0
